short_name,overall,pace,shooting,passing,dribbling,defending,physic
Gideão,67,,,,,,
O. Ademi,67,68,66,56,63,29,71
M. Al Harbi,67,84,42,61,69,64,68
Rodrigues,67,81,64,62,69,33,59
A. Hurtado,67,82,61,62,71,54,66
F. Fabra,67,78,30,53,63,64,73
J. Mena,67,77,33,37,49,65,78
F. Hinestroza,67,78,51,63,64,34,48
J. Quezada,67,,,,,,
L. Desábato,67,68,50,61,67,69,74
R. Depetris,67,77,66,66,65,29,53
Deyverson,67,72,63,41,58,30,65
R. González,67,76,64,66,75,32,36
A. Di Gaudio,67,91,50,55,73,26,48
M. Tisserand,67,73,43,62,67,66,71
R. Rodriguez,67,83,55,64,69,42,59
Reginaldo,67,79,63,56,74,33,53
Y. Mena,67,82,67,47,68,29,64
S. Popov,67,72,59,58,64,68,69
T. Zwane,67,78,51,68,68,43,61
L. Mokgothu,67,75,31,55,67,70,58
H. Pereira,67,70,60,69,66,62,77
André Simões,67,82,55,65,67,64,67
A. Vilches,67,61,66,42,64,30,55
G. Enache,67,87,63,63,68,39,68
J. Rzeźniczak,67,77,50,55,53,67,80
A. Kwarasey,67,,,,,,
C. McCann,67,67,58,63,66,58,77
A. Barillà,67,82,60,65,64,60,77
D. McCarty,67,65,54,61,67,64,69
Choi Chul Soon,67,88,45,57,65,63,76
Anderson Pereira,67,73,50,61,64,68,69
A. Grünwald,67,65,61,69,68,56,73
R. Sukuta-Pasu,67,72,65,52,66,35,77
R. Maniero,67,64,66,48,61,30,72
N. Delfouneso,67,90,64,52,68,29,59
I. Ouali,67,92,58,60,75,29,58
M. Volta,67,59,35,43,51,67,71
A. Stavpets,67,69,66,61,69,42,66
F. Bolzoni,67,61,53,68,67,63,69
E. Ledesma,67,74,58,63,71,40,66
E. Room,67,,,,,,
N. Calderón,67,81,65,63,70,56,53
Dani Castellano,67,83,50,61,68,62,73
D. de Buen,67,67,64,66,66,65,74
E. Lamanna,67,,,,,,
Yoo Byung Soo,67,77,62,53,63,35,72
Kim Ju Young,67,78,51,50,58,65,76
K. Abdallah,67,68,27,53,54,69,75
J. Vuković,67,32,45,54,45,65,78
Lee,67,,,,,,
Rui Sampaio,67,66,57,69,67,49,67
C. Schindler,67,69,29,48,49,68,72
R. Žulj,67,53,65,61,66,29,67
Samuel,67,68,63,65,72,28,56
J. Jørgensen,67,71,58,61,63,61,81
A. Martynovich,67,47,49,56,53,69,70
M. Borghese,67,50,46,39,35,66,81
G. Courtet,67,68,66,52,67,30,62
E. Višća,67,79,61,63,69,36,56
M. Pucciarelli,67,83,61,63,71,35,52
Christian Alfonso,67,73,58,62,74,33,54
J. Valencia,67,91,64,34,69,28,76
R. Philp,67,79,40,59,67,67,67
E. Hooi,67,89,58,59,71,28,49
H. Al Mogahwi,67,76,54,67,68,46,66
M. Rosheuvel,67,86,59,60,70,25,64
Thomas,67,72,55,59,64,67,66
Kim Seung Dae,67,80,60,63,71,36,65
B. Dabanli,67,61,32,49,50,66,74
K. Ayari,67,75,69,52,64,28,62
T. Ntinas,67,78,64,63,70,32,55
F. Flores,67,79,66,57,69,29,72
D. Novoa,67,,,,,,
Bastos,67,72,33,38,44,70,69
J. Palomino,67,66,29,54,59,68,71
Z. Yavru,67,73,30,53,68,67,65
L. Best,67,69,66,57,64,27,73
M. Ruben,67,69,66,58,68,34,68
F. Bastians,67,72,57,66,65,65,74
L. Tomlin,67,74,69,63,69,33,71
D. Goodwillie,67,84,66,61,68,31,71
B. Nehrig,67,78,59,63,68,64,72
U. Demirok,67,64,37,43,50,70,72
C. Cathcart,67,67,29,52,53,67,70
Yuri,67,77,53,60,64,64,79
M. Donald,67,70,66,64,66,59,79
L. Van Eenoo,67,62,62,67,70,53,59
M. Schönbächler,67,78,52,63,69,26,53
H. Robson-Kanu,67,77,68,59,69,37,73
K. Higginbotham,67,74,61,64,69,28,57
G. Ghazaryan,67,72,65,59,71,30,59
N. Gulan,67,76,52,57,67,65,73
N. McGinn,67,83,67,62,71,34,62
O. Alanís,67,67,47,57,53,67,73
Seo Jung Jin,67,80,56,63,68,42,48
O. Čelůstka,67,66,49,57,58,66,72
A. Lippini,67,67,37,54,54,68,73
R. Salinas,67,74,61,65,67,63,74
G. Lebese,67,75,56,63,74,31,37
D. Brosinski,67,87,58,63,68,65,65
A. Gunnarsson,67,68,61,65,68,63,76
D. Addy,67,78,51,63,65,65,72
F. Jungwirth,67,66,32,57,62,68,72
J. Stanislas,67,84,62,63,69,34,57
S. Owello,67,75,55,65,68,57,72
Pedro Sánchez,67,82,68,59,70,26,59
I. Opara,67,91,37,44,51,67,77
M. Gulde,67,70,39,55,57,67,64
T. Sana,67,86,59,58,75,30,43
T. Perthel,67,80,59,64,67,64,77
L. Nabab,67,88,65,60,65,32,63
S. Malone,67,79,61,63,68,66,68
Z. Tomašević,67,68,48,60,59,67,72
R. Utsiev,67,75,44,63,65,68,56
J. Ballón,67,72,60,64,67,63,72
N. Dzalamidze,67,87,61,58,71,34,57
J. Morrow,67,74,54,64,60,67,71
P. Barrios,67,69,43,56,55,67,69
J. Kappelhof,67,71,37,57,64,66,67
Javi Álamo,67,77,62,64,65,38,75
J. Verhoek,67,64,68,56,59,34,77
Urko Vera,67,53,63,43,53,37,80
S. Kitsiou,67,80,54,61,64,65,66
C. Forsyth,67,65,62,62,64,68,69
T. Beugelsdijk,67,52,38,37,41,64,79
Cristian Gómez,67,60,61,68,60,52,67
V. Sane,67,71,46,52,54,67,77
E. Johansson,67,55,50,50,50,68,72
M. Rivero,67,74,61,67,70,44,59
R. Abdullah,67,67,46,63,60,64,67
G. Koutroubis,67,55,36,39,35,69,75
L. Domínguez,67,52,31,50,56,67,67
S. Koc,67,86,55,61,71,28,63
N. Zárate,67,75,45,59,64,65,67
Arsénio,67,75,64,66,68,38,59
João Meira,67,72,28,46,45,67,70
A. López,67,69,62,64,67,66,72
W. Morelo,67,75,65,64,72,29,61
N. Berardo,67,71,46,64,65,65,73
G. Cosaro,67,76,36,53,65,65,75
G. Lezcano,67,77,69,56,73,29,64
Bruno Pires,67,65,45,51,55,67,74
M. Fatau,67,59,41,53,59,70,76
J. Güemez,67,68,65,67,68,59,70
Filipe Melo,67,63,41,61,58,66,78
R. Mühren,67,66,69,59,59,34,61
M. Sonnleitner,67,79,35,45,50,67,74
M. Pugh,67,78,62,65,69,32,62
D. Avdić,67,49,68,51,60,35,72
A. Aldrete,67,75,50,62,67,65,76
M. McGlinchey,67,73,67,62,74,43,62
J. Parr,67,73,60,62,65,65,73
S. Davies,67,72,69,65,67,43,68
C. Sammon,67,81,66,50,58,40,80
F. Schönheim,67,70,51,61,59,66,78
Crespo,67,67,38,64,65,65,73
P. Barrera,67,80,64,63,73,42,64
K. Voser,67,80,50,62,69,66,69
D. Cabrera,67,70,54,65,67,60,72
B. Capon,67,78,62,65,67,65,66
M. Špiranović,67,64,30,50,35,71,70
T. Elphick,67,51,37,48,48,66,75
F. Bellugou,67,55,44,64,64,68,73
João Martins,67,66,62,65,66,50,64
J. Buijs,67,53,61,68,61,65,74
P. Fabian,67,47,27,40,40,70,70
M. Masango,67,78,63,63,72,33,51
M. Kramer,67,70,66,57,61,35,65
S. Nijland,67,66,63,66,69,30,60
Marc Crosas,67,68,54,68,68,61,58
F. Barrillon,67,64,38,54,52,65,72
J. Orozco,67,69,65,56,64,29,69
T. Heubach,67,73,28,41,40,69,69
Juan Carlos,67,,,,,,
Edgar Costa,67,73,65,61,70,36,64
Tiago Pinto,67,77,46,60,67,66,68
J. Cuffaut,67,73,33,63,61,65,74
X. Houtkoop,67,84,62,61,67,24,66
F. Ogude,67,80,64,63,68,66,83
M. Prieto,67,43,28,51,49,66,73
T. Kister,67,63,29,42,39,67,76
Rodrigo Galo,67,78,63,64,69,66,66
Isaac Becerra,67,,,,,,
H. Henao,67,70,59,67,68,60,74
P. Ziegler,67,72,32,51,58,68,68
V. Laurini,67,73,32,57,62,66,69
Fernando Ferreira,67,66,66,63,66,62,73
J. Córdoba,67,72,52,62,63,65,69
L. Depoitre,67,67,66,50,53,29,80
J. Pajoy,67,85,60,62,73,28,59
H. Arslan,67,65,62,68,72,60,71
Diego Lima,67,72,57,67,72,47,55
H. Drost,67,44,38,45,54,68,70
O. Arellano,67,83,61,60,70,34,70
J. Maghoma,67,86,60,63,70,25,61
O. Damari,67,81,68,60,69,29,65
W. Verhoek,67,65,68,69,65,30,67
Y. De Winter,67,,,,,,
A. Danch,67,66,46,51,56,70,69
K. Ceesay,67,92,55,55,60,63,81
J. Faussurier,67,74,49,70,60,62,75
M. Pazdan,67,42,48,60,63,63,77
E. Hernández,67,76,63,63,71,50,58
T. Breukers,67,72,48,61,64,66,71
N. Vidrio,67,61,58,61,60,69,67
P. Valdivia,67,64,67,65,63,67,73
A. Meijers,67,76,52,66,70,63,70
T. Weeks,67,66,56,61,69,63,71
Q. Amarikwa,67,86,64,56,69,31,73
H. Mosquera,67,48,40,46,43,67,76
R. Cacérès,67,66,66,60,65,30,72
P. Pintos,67,80,56,63,67,62,75
Yoon Bit Ga Ram,67,59,63,69,69,54,61
F. Concas,67,83,54,61,71,46,72
Ricardo Nascimento,67,52,41,47,44,69,69
Alvaro Rey,67,83,52,60,69,29,66
L. Aued,67,69,56,69,65,55,70
J. Paredes,67,93,37,55,69,64,63
C. Arias,67,74,65,38,68,28,62
M. Campaz,67,58,38,56,62,68,69
E. Kalinski,67,72,43,67,66,65,75
J. Mansilla,67,76,55,65,70,44,69
J. Schunke,67,34,26,37,32,68,78
A. Oumarou,67,84,63,53,69,31,70
Minhoca,67,66,56,65,74,38,57
K. Fisker,67,67,63,68,70,29,63
F. Ehret,67,66,57,66,70,68,62
Tamudo,67,53,67,64,65,29,52
J. Bréchet,67,30,49,59,50,67,68
C. Hoefkens,67,47,46,60,46,68,73
Miguel Pedro,67,67,63,64,71,30,55
Y. Hersi,67,86,57,62,72,39,57
P. Mtiliga,67,77,56,60,65,67,68
O. Kapo,67,75,65,61,72,31,65
P. Green,67,66,60,65,67,64,73
P. Luyindula,67,63,64,65,68,43,61
S. Cziommer,67,43,68,70,68,51,56
M. Dingsdag,67,61,59,59,54,67,77
G. Taylor-Fletcher,67,54,69,70,69,41,69
M. Albrechtsen,67,67,44,46,52,66,75
D. de Vries,67,,,,,,
F. Johnsen,67,60,69,51,56,40,63
I. Sigurdsson,67,62,54,54,49,66,78
S. Thompson,67,51,66,54,63,34,78
N. Johansson,67,41,35,58,58,69,83
D. De Rosario,67,59,70,68,68,42,60
M. Forssell,67,52,69,53,67,28,57
A. Caracciolo,67,60,64,54,56,36,74
M. Nordstrand,67,74,66,54,66,33,68
A. Yahia,67,50,39,50,51,68,66
T. Olsen,67,81,65,58,68,31,57
F. Stenman,67,63,52,68,62,66,72
K. Andrews,67,47,60,63,59,67,76
D. Dunn,67,32,64,68,66,49,58
F. Sinama-Pongolle,67,74,68,59,65,29,63
F. Kringe,67,51,63,66,66,64,77
P. Moen,67,72,67,66,64,46,68
E. Jakupović,67,,,,,,
B. Riise,67,70,66,66,67,64,72
D. Sørensen,67,75,64,59,64,48,78
A. Rochat,67,70,60,64,63,66,73
D. Shittu,67,45,43,31,40,66,74
K. Herdling,67,66,67,67,66,32,67
G. O'Neil,67,60,65,66,69,56,66
L. Grant,67,,,,,,
L. Doyley,67,69,31,50,54,68,74
J. Saez,67,40,57,66,64,62,65
J. Tabb,67,71,55,65,70,67,70
A. Dunne,67,68,47,59,58,65,73
C. Grindheim,67,52,59,69,64,53,74
T. Moreno,67,55,66,71,71,52,56
J. Audel,67,68,63,68,65,32,58
M. Thorandt,67,53,42,54,50,67,72
Rubén Sanz,67,42,58,59,56,60,84
J. Cardy,67,60,50,73,68,58,69
O. Sorin,67,,,,,,
D. Ducourtioux,67,67,56,64,61,69,64
D. Hammond,67,52,59,64,64,60,72
A. Walke,67,,,,,,
O. Barth,67,22,35,45,40,69,67
A. Turan,67,65,36,57,62,68,74
J. Hansen,67,,,,,,
S. Chahed,67,68,49,62,66,67,67
P. Calandria,67,51,74,59,63,38,68
S. Francis,67,71,40,62,60,67,74
R. Zomer,67,52,44,58,57,65,71
D. Reinhardt,67,63,35,54,57,70,71
R. Clark,67,73,63,61,64,65,76
J. Gjasula,67,66,64,67,67,33,65
C. Eigler,67,77,64,59,65,30,71
D. Krešić,67,,,,,,
R. Lechleiter,67,80,66,61,68,38,64
F. Benussi,67,,,,,,
Z. Whitbread,67,46,33,44,49,69,71
L. Sam,67,79,61,61,72,31,64
L. Dyer,67,91,51,60,68,33,57
G. Coutinho,67,,,,,,
P. McCarthy,67,46,39,48,45,66,73
Ángel,67,70,36,64,61,63,73
V. Kujovic,67,,,,,,
R. Vitiello,67,66,46,58,63,71,61
I. Castro,67,69,58,67,66,65,76
C. Wilhelmsson,67,73,59,63,71,31,55
M. Messoudi,67,67,64,66,68,47,66
G. Loovens,67,56,30,49,45,68,74
R. Osorio,67,44,39,60,63,69,58
Cha Du Ri,67,86,54,64,61,66,76
A. Galindo,67,39,33,57,57,66,73
A. Palacios,67,,,,,,
D. Toledo,67,69,56,66,68,61,63
A. Baptiste,67,75,43,50,58,70,78
M. Duff,67,43,33,50,49,68,62
Z. Dedič,67,82,66,59,70,33,69
J. Thomsen,67,74,44,64,58,60,80
Iñigo Calderón,67,68,50,61,64,67,68
Aitor Sanz,67,64,58,66,57,62,76
R. Braña,67,53,57,67,67,68,51
A. Orozco,67,33,50,46,44,70,61
M. Velázquez,67,68,57,69,67,68,63
E. Rivas,67,91,54,54,74,33,55
L. Ríos,67,68,54,68,71,44,60
U. Boral,67,75,55,63,72,60,63
K. Şeras,67,68,54,65,64,64,72
C. Birinci,67,64,47,62,64,67,73
J. Alvbåge,67,,,,,,
Juande,67,66,40,61,59,62,74
Bruno Saltor,67,72,43,68,63,67,68
Gerard Bordas,67,69,68,58,73,35,59
Víctor Marco,67,58,40,55,47,66,77
E. Shipitsin,67,72,53,66,67,63,64
V. Kaleshin,67,76,50,69,72,62,57
I. Shevchenko,67,69,66,52,64,37,75
O. Vlasov,67,72,63,70,62,55,65
J. Jarošík,67,50,48,58,50,67,69
R. Gerus,67,,,,,,
B. Vandenbussche,67,,,,,,
A. Danielsen,67,72,58,64,62,63,79
K. Wæhler,67,54,36,39,38,65,69
S. Duits,67,51,63,65,60,64,76
A. Rosati,67,,,,,,
B. Lesoimier,67,72,60,66,65,47,60
M. Ndjeng,67,78,62,67,72,63,67
J. Berthod,67,61,40,61,46,66,72
R. Sartre,67,49,42,52,46,67,73
M. Vingaard,67,76,66,68,63,50,72
W. Biebauw,67,,,,,,
F. Mader,67,65,61,68,65,57,67
L. Rosenior,67,78,52,57,65,64,68
V. Gragnic,67,57,65,67,70,39,57
J. Wawrzyniak,67,67,44,59,62,67,75
V. Nisja,67,73,62,60,71,51,72
C. Capuano,67,69,56,61,61,68,69
Choi Jae Soo,67,71,56,68,64,66,65
D. Plizga,67,86,63,65,66,36,64
S. De Petter,67,63,59,61,56,68,72
M. Ørnskov,67,54,64,67,64,66,77
S. McManus,67,55,39,45,47,65,80
Collantes,67,91,58,58,67,32,56
J. Valenzuela,67,66,42,54,54,65,72
T. Gebauer,67,,,,,,
A. Kaji,67,75,46,65,69,67,72
V. Vuoso,67,53,66,57,64,36,78
A. Moreno,67,61,68,54,68,31,56
A. Bastía,67,53,62,66,65,69,65
D. Pratley,67,67,65,64,66,64,76
F. Pinto,67,69,48,59,65,66,65
O. Pouso,67,65,53,66,65,69,66
N. Pulzetti,67,69,56,64,67,59,74
F. Mohr,67,66,28,44,53,67,67
D. Brückner,67,73,58,65,68,54,65
E. Alushi,67,68,56,67,69,64,68
L. Szukała,67,65,35,53,46,65,79
R. Gartler,67,70,66,51,67,34,65
K. Hämäläinen,67,75,62,65,64,52,68
G. Rodríguez,67,66,48,64,64,66,76
E. Galeković,67,,,,,,
A. Rivas,67,68,59,66,67,63,71
O. Skúlason,67,61,56,62,58,64,79
M. Matip,67,72,48,54,48,65,78
V. Montaño,67,72,68,64,68,43,68
D. de la Torre,67,66,68,66,69,42,71
Xabi Castillo,67,69,48,54,62,68,78
D. Vantaggiato,67,69,67,57,66,35,74
L. Chambers,67,62,26,49,48,70,77
S. Morison,67,65,68,46,60,39,72
O. Ajilore,67,70,59,65,66,65,73
S. De Smet,67,60,65,66,69,36,68
N. van der Velden,67,59,67,69,66,58,79
M. Jakobsen,67,65,48,56,53,66,77
B. Ilič,67,62,52,63,54,70,69
J. Spector,67,72,52,62,59,66,75
M. Higdon,67,51,66,50,62,35,83
G. Leadbitter,67,67,64,69,64,63,71
C. Mandanne,67,82,68,62,70,35,44
T. Brzyski,67,73,61,67,66,65,73
Pita,67,40,56,72,58,54,77
J. Dahlin,67,,,,,,
C. Rolfe,67,75,63,61,70,43,58
B. Boswell,67,42,35,49,50,69,72
S. Freis,67,75,64,61,67,42,67
C. Davies,67,67,70,44,61,28,77
B. Ca,67,71,35,62,69,62,68
Matheus Vivian,67,39,41,49,46,67,67
Doka,67,67,65,64,67,33,59
E. Sawaneh,67,80,68,63,69,32,62
R. Murawski,67,60,60,67,64,63,64
Kim Jae Sung,67,83,65,67,66,63,70
Choi Hyo Jin,67,86,57,62,70,65,73
M. Cejas,67,71,66,66,72,38,70
D. Stroh-Engel,67,60,68,48,59,35,78
A. Gorbanets,67,68,62,66,68,46,65
J. Martins Pereira,67,69,44,62,62,66,70
L. Martin,67,77,63,64,68,47,70
F. Valiani,67,71,64,67,69,51,71
E. Hernández,67,,,,,,
S. Ekramy,67,,,,,,
I. Micanski,67,73,67,57,64,36,65
A. Bruce,67,45,30,42,52,66,74
L. Peltier,67,69,37,57,60,69,78
Y. Adnane,67,68,68,61,69,28,64
A. Limia,67,,,,,,
C. Skuse,67,70,57,68,66,65,75
C. Belghazouani,67,76,59,63,71,33,64
M. Defendi,67,77,56,66,70,53,66
M. Biset,67,45,48,52,50,69,76
Cristian Fernandez,67,67,58,59,63,64,75
V. Vanczák,67,53,51,50,47,65,76
J. Chiapas,67,71,60,66,67,62,76
Santamaría,67,,,,,,
Javi Flaño,67,72,40,57,56,67,73
K. Lejeune,67,68,52,69,66,36,61
B. Martin,67,59,34,54,58,67,73
J. North,67,57,47,52,47,68,75
C. Bieler,67,69,68,52,68,33,60
José Semedo,67,63,36,53,57,66,78
E. Huseklepp,67,81,65,63,67,35,62
Manu,67,,,,,,
Rubén Jurado,67,78,66,59,66,32,67
T. Jodłowiec,67,61,47,61,59,67,80
A. Surman,67,66,61,69,68,60,67
C. Del Grosso,67,73,46,63,60,66,63
J. Pierre,67,32,33,44,44,67,69
S. Vanegas,67,32,44,41,40,69,69
J. Ormeño,67,33,56,60,59,66,70
B. Pérez,67,68,66,57,65,33,68
S. Luchin,67,66,51,51,56,66,74
N. Pavlović,67,48,59,59,53,69,75
D. Nowak,67,82,68,48,61,33,67
Jung Sung Ryong,67,,,,,,
João Vilela,67,68,67,67,69,51,62
R. Ovelar,67,76,65,55,70,30,64
Miguel Oliveira,67,38,42,41,43,68,73
L. Burián,67,,,,,,
C. Marrugo,67,68,62,65,68,60,67
Leandrinho,67,81,60,67,71,43,49
A. Gruenebaum,67,,,,,,
B. Özbek,67,74,61,65,68,62,77
T. Dalgaard,67,62,68,42,59,29,69
K. Bülow,67,61,38,58,54,66,73
Z. Yelen,67,73,63,67,70,28,61
S. Schachten,67,71,52,59,60,67,73
D. Cox,67,76,64,66,69,25,71
M. Žaliukas,67,68,38,45,49,67,77
E. Kronberg,67,,,,,,
E. Lugo,67,73,64,65,71,38,57
D. Richards,67,88,60,58,67,26,64
B. Evans,67,70,65,66,65,66,70
D. Perkins,67,68,51,66,64,59,74
T. Hall,67,,,,,,
S. Ristić,67,68,66,55,65,34,81
D. Pudil,67,76,58,66,67,62,76
L. Noriega,67,70,53,65,67,65,77
K. Vassiljev,67,61,70,70,66,56,59
D. Gordon,67,55,52,61,58,67,73
F. Harek,67,64,36,65,64,68,71
D. González,67,,,,,,
A. Guédioura,67,72,68,65,68,62,82
A. Çamdalı,67,60,63,67,68,64,70
G. Flores,67,79,55,63,66,62,73
Ángel Martínez,67,71,55,66,69,59,67
José Gonçalves,67,65,43,53,55,65,83
Samuel,67,48,35,43,41,66,69
M. Sansovini,67,69,67,59,71,29,61
J. Blengio,67,49,38,48,40,67,65
Alberto,67,,,,,,
S. Salinas,67,83,60,64,68,52,60
Pedrinho,67,67,43,61,64,66,70
Seo Sang Min,67,79,65,65,67,59,67
J. Pereira,67,50,37,51,54,67,74
A. Fernández,67,66,65,68,69,46,59
Alan Baró,67,65,47,48,41,69,83
S. Laner,67,69,56,67,63,59,72
S. Camille,67,87,35,53,63,64,70
Paulo Tavares,67,68,65,66,67,60,72
André Fontes,67,67,57,66,68,54,70
N. Di Roberto,67,81,63,63,68,31,75
G. Cellerino,67,58,70,49,62,35,75
M. Gould,67,55,33,38,43,68,71
A. Lambertz,67,72,63,62,65,67,78
Y. Tasaka,67,68,62,64,73,44,60
Cho Chan Ho,67,74,64,63,69,40,67
Y. Al Salem,67,77,65,50,61,28,73
H. Muath,67,88,62,65,68,62,77
Han Sang Wun,67,74,58,67,65,28,65
I. Canuto,67,51,41,46,52,68,77
M. Diallo,67,60,47,63,60,64,80
I. Pillud,67,82,46,62,60,67,74
J. Estrada,67,65,61,67,69,52,62
Morcillo,67,57,36,57,55,68,76
E. Hernández,67,74,61,65,75,31,69
Y. Godzyur,67,,,,,,
Q. Antipas,67,88,63,57,75,29,74
C. Lobatón,67,64,52,67,67,59,58
A. Guerra,67,77,58,61,71,32,49
M. Lorentzson,67,72,54,58,66,66,68
S. Chepchugov,67,,,,,,
S. Þorsteinsson,67,76,64,61,71,39,70
Miguélez,67,56,62,60,73,38,57
H. Radetinac,67,73,57,64,69,29,63
Santos,67,84,67,64,69,39,62
Neto Pereira,67,62,66,63,71,33,66
O. Delibalta,67,68,61,65,70,53,71
I. Vrdoljak,67,57,40,60,62,67,78
M. Pfitzner,67,67,62,62,64,67,74
L. Castaldo,67,70,65,46,61,28,70
T. Mashamaite,67,63,27,41,38,71,70
J. Valencia,67,77,51,63,64,64,74
J. Claros,67,66,45,64,67,60,73
A. Torrejones,67,70,57,64,63,64,69
R. Adega,67,,,,,,
J. Al Hussain,67,69,65,68,64,48,49
R. Mukhametshin,67,71,60,65,64,60,66
R. Mukhametshin,67,67,71,52,61,27,59
B. van Polen,67,74,47,57,66,67,67
M. Schnatterer,67,77,68,65,67,37,62
C. Saucedo,67,57,71,52,68,26,52
D. Silva,67,54,25,39,38,68,78
H. Zlatinski,67,66,53,66,59,67,63
D. Monsalve,67,53,26,37,43,69,72
N. Morantes,67,36,56,70,74,36,47
J. Hernández,67,68,59,64,68,64,71
C. Fawcett,67,74,39,59,63,66,67
J. Valencia,67,47,47,66,59,66,72
F. Battiste,67,66,50,65,65,66,66
E. Carvajal,67,82,47,65,65,32,60
H. Hernández,67,66,68,45,70,30,49
E. Calle,67,72,51,62,64,67,63
P. Carrizo,67,,,,,,
G. Villagra,67,66,52,70,63,63,66
J. Contreras,67,59,42,59,64,66,64
B. Rodríguez,67,59,70,40,57,31,73
H. Bascuñan,67,47,37,41,45,67,83
A. Delfino,67,66,28,47,37,67,72
F. Alarcón,67,55,27,45,36,67,77
P. González,67,79,66,62,71,29,67
F. Manríquez,67,55,52,66,64,59,65
J. Curbelo,67,54,33,34,45,68,66
M. Galmarini,67,79,58,68,66,63,67
J. Velázquez,67,67,57,68,66,37,65
G. Milan,67,47,27,38,37,68,80
D. Díaz,67,57,25,36,49,72,68
A. Medina,67,79,65,61,72,40,47
Bruno Lopes,67,68,68,52,65,28,58
L. Quiñones,67,66,68,52,67,28,75
E. Özgenç,67,65,45,67,67,67,62
J. Álvez,67,76,67,46,68,26,63
B. Ould-Chikh,66,76,56,59,72,25,41
B. Embolo,66,81,64,62,73,50,77
R. Gauld,66,86,56,60,75,28,45
V. Lazaro,66,83,65,63,74,42,69
Y. Benzia,66,74,67,67,74,35,56
J. Grealish,66,74,55,61,75,23,42
V. Rosseti,66,65,64,61,66,32,68
Munir,66,84,67,51,69,29,36
C. Guzmán,66,77,45,56,65,65,71
L. Gil,66,65,55,65,69,44,58
J. Vela,66,71,47,67,71,49,63
C. Aboagye,66,86,54,66,67,36,45
Borja Fernández,66,55,35,58,56,58,69
J. Obita,66,82,58,69,71,63,64
V. Berisha,66,69,65,47,70,34,71
A. Salifu,66,75,58,64,66,63,78
A. Ajeti,66,74,35,55,53,63,77
Fede Vico,66,78,56,60,72,40,47
M. Lobantsev,66,,,,,,
S. Gustafson,66,70,62,68,72,51,62
A. Zapata,66,73,61,63,70,32,66
A. Rebić,66,71,68,49,69,30,64
B. Raman,66,92,65,54,68,28,43
S. Murray,66,72,70,69,70,47,64
M. Weiser,66,84,53,60,72,44,45
J. Martínez,66,88,64,54,75,28,59
T. Pledl,66,76,52,62,74,38,56
Ricardo Pereira,66,77,62,62,73,64,54
D. Meleg,66,67,65,68,70,29,64
P. Sisto,66,80,66,61,73,53,64
E. Pulgar,66,57,34,48,49,67,71
I. Ledezma,66,69,60,61,69,31,54
N. Leiva,66,70,58,61,69,29,63
I. Chochev,66,63,62,64,65,59,66
D. Dumić,66,67,44,52,45,63,80
A. Diallo,66,,,,,,
H. Maguire,66,44,34,47,42,68,78
G. Brugman,66,70,60,70,69,40,57
M. Heylen,66,64,34,52,46,65,71
W. Cyprien,66,81,51,63,70,58,55
S. Perica,66,72,70,43,59,29,68
Camarasa,66,64,58,66,70,61,73
G. Silva,66,63,38,50,54,68,71
O. Duda,66,70,49,64,73,36,49
B. Jeannot,66,72,68,57,64,28,54
S. Verdi,66,86,59,63,73,29,43
Miquel,66,67,28,52,57,68,65
D. Burn,66,41,32,51,45,69,76
U. Ćosić,66,62,39,44,56,67,71
G. Wikheim,66,79,60,48,75,44,55
A. Öztürk,66,71,54,61,68,64,77
G. Valsvik,66,65,51,45,37,63,82
M. Bianchetti,66,55,40,41,47,68,68
Iván,66,78,47,59,69,64,65
J. Botaka,66,86,62,55,70,27,64
O. Tannane,66,75,64,61,73,31,68
D. Pelkas,66,81,50,62,69,23,47
I. Cissé,66,76,40,59,62,65,73
J. Vallejo,66,75,69,55,69,31,51
Edgar Ié,66,81,46,53,53,65,73
F. Fedato,66,79,64,57,70,32,60
G. Bueno,66,77,67,63,68,24,55
W. Trapp,66,62,50,63,64,60,60
Adama,66,90,60,50,68,26,61
J. Duma,66,85,66,48,71,28,55
C. Falletti,66,83,55,59,71,27,56
R. Habran,66,88,59,57,70,42,69
M. Albertazzi,66,69,38,54,52,69,72
M. Briggs,66,74,44,59,64,68,70
F. Daprelà,66,87,51,59,65,63,76
D. Rudd,66,,,,,,
C. Solly,66,72,35,56,66,66,72
A. Smith,66,74,52,64,67,65,62
F. Affolter,66,77,37,59,62,64,71
J. Rodríguez,66,,,,,,
M. Zimmermann,66,76,45,60,66,64,62
C. Wilson,66,91,67,53,67,29,68
Juan Muñiz,66,67,62,69,66,25,43
T. Sainsbury,66,73,53,65,64,66,73
J. Robinson,66,76,38,59,61,67,61
D. Appiah,66,67,32,56,43,66,75
Guilherme,66,76,63,61,72,52,62
D. Chima Chukwu,66,74,62,47,63,32,80
L. Carole,66,80,38,59,61,65,72
D. Fagundez,66,77,67,59,74,38,55
C. Battocchio,66,75,62,66,73,56,58
D. Williams,66,68,30,39,46,68,68
C. Dibon,66,65,32,45,51,66,74
Serginho,66,75,62,63,72,30,58
O. Lewicki,66,58,54,59,61,61,73
M. Pigliacelli,66,,,,,,
A. Ba,66,77,63,57,69,31,57
Pablo Iñiguez,66,62,41,58,57,64,69
S. Thesker,66,67,36,50,55,68,65
B. Carrasco,66,91,62,58,71,61,60
R. Punčec,66,76,30,42,51,66,67
